,source
1981 Włocławek 24/1981,1
13 Warsaw VIII,1
1941 Kowalewo He,1
1960  Driver,1
4 III 1981Members,1
1946 Grodzisk He,1
1982 Płock 1987,1
1962 zm.14 He,1
1983  body,1
called Rokita circumstances,1
Tadeusz Maria Taworski,1
1982 Włocławek he,1
appeal VI,1
1962 Krzysztof He,1
KOR COMMITTEE COMMITTEE Meetings,1
V-24 custody KM VII,1
1981 Social Scripture,1
1946 Tomaszów He,1
1920 St. It,1
1954 Jan Zdzisław He,1
harder Górnik Operator,1
underground  total,1
1985 Bullynin Member,1
30 shares IV,1
2019 Computer Science i,1
2014 Regional member,1
2008 born25 He,1
uninhabited car bodywork Partisans,1
employed);In he,1
11 III 1983–4,1
8 III 1968,1
flat,1
1988 Co - organizer,1
1981 autumn student member,1
mental Government Sejmik employee,1
1980  graduator,1
III Sor KW,1
1985–1988 XII 1981–1986,1
1947 on7 He,1
1985  office,1
Teresa Anna Zalewska,1
Stefan He,1
1.5 District Released.1,1
1996 PBR ZR,1
underground Stanisław Suchowolca,1
1981  interned,1
III trade unions,1
Oleg Łatuszonek,1
1991 Polonia Research author,1
1982 19 III 1982 XII,1
new  he,1
1981 Warmian Masurian he,1
2 detention V,1
1981 W Piotrkowski,1
12 KW VIII,1
16 removal VI,1
1974–1982,1
1923 d.2013 He,1
Krzysztof he,1
emigration,1
1981 voivodeshipPiotrkowski.29 -organizer,1
1982 Military Garrison that,1
14  1952,1
1981 18 Signatory,1
electrical EMA ELESER,1
Lodz land Lodz he,1
Sor Brethren;1984,1
1943 Januariari He,1
1968 Water there,1
Equipment COMMISSION COMMISSION,1
IX 17 IX XI,1
harder  grade,1
1992 Mayor Opoczna,1
1985 Higher Co,1
Berlin A5 publishing which,1
departmental Adolf Warski,1
III 1968 UŁ July,1
Legal Ryszard who,1
2017 Semper Fidelis,1
Concept;1986 1989 Piece;1988 1989,1
1955 born31 He,1
informal Kutno group,1
political documentary production,1
1981 Co - organizer,1
2009 History volunteer,1
Majdanek Auschwitz 1945,1
1958–1960 Economic Equipment Director,1
Aid Charity,1
critical Self Government which,1
21 KW V,1
youth priests,1
underground Tygodnik he,1
1963 Tomaszów He,1
1981  head,1
Solidarity 1981.Regional Starring Committee,1
6,1
2015 Edmund He,1
1950 Chauffeur midfielder,1
1981 Factory Printer,1
1981  rooms,1
1995 New He,1
Teresa Piechocka,1
founder Chairwoman Factory Commission,1
2019 d.24 He,1
1982 lighting organizer,1
1982  Participant,1
1990 Mazowsze He,1
III SOR KW,1
Konrad Witold Tatarowski,1
Anna Aid,1
1945 gnośnie k. He,1
1994 Provincial He,1
1976  1983,1
Jerzy Teluk,1
1984 Jerzy Teluk,1
1986 crypt Editorial;1989,1
1979 Polish Union,1
times III organizer,1
Founding Committee University Board UŁ,1
1979  1988,1
1945 born11 He,1
2012 UŁ Journalism Department,1
1986 studentAdam Mickiewicz,1
1982 Warsaw VII,1
Radio Z CA Committee,1
1982 Amnesty Rewinding,1
Grade  Inspector,1
Solidarity Trade task,1
